-0.10101,0.56645,0.11126,0.2514,-0.0029612,0.27093,0.058271,0.079173,0.067857,-0.36787,-0.039376,-0.053812,-0.25554,-0.14472,0.071502,0.021746,-0.04516,-0.065221,-0.16063,0.054556,-0.054522,-0.043598,-0.077003,0.32817,-0.23768,-0.11649,-0.36093,0.12928,0.049671,0.084547,-0.047623,0.099532,-0.071473,0.071428,0.054521,0.33033,-0.0365,-0.048579,-0.12236,-0.31883,0.061785,-0.061735,-0.021178,0.11804,0.061734,-0.039376,-0.053812,-0.25554,-0.14472,0.071502,1,-0.054522,-0.36093,0.071427,-0.061735,-0.012308,0.057778,0.093465,0.15816,-0.069672,0.069628,-0.98394,-0.11288,-0.069627,0.057187,0.069628,0.27851,0.090587,0.30202,-0.46349,0.078139,-0.12216,-0.27755,0.40013,0.072628,0.13621,-0.12216,0.28853,-0.049829,-0.084708,0.046643,-0.099944,0.071673,-0.071627,-0.054673,-0.33007,-1,-0.061907,-0.071627,0.069822,-0.072343,-0.051579,-0.065118,-0.16135,-0.31262,0.081641,-0.08158,-0.092991,0.090293,0.081579,0.96583,-0.08158,0.083067,0.13625,-0.081807
-0.92784,0.19275,-0.13026,0.087363,-0.082745,0.64325,-0.052231,0.087951,0.49471,0.075338,-0.0095958,-0.0092404,-0.18502,0.15564,-0.15727,0.099696,-0.12863,-0.12797,-0.076509,0.076014,0.021041,0.098951,-0.16646,0.29956,0.29434,0.090272,0.41697,-0.070632,0.13722,-0.13495,0.099359,-0.060149,0.11701,0.28662,-0.11716,0.5388,0.054171,0.00098095,0.60919,0.17797,0.74744,-0.12681,0.066496,0.50434,0.35699,-0.22236,0.20195,-0.13549,0.072716,-0.093635,0.85808,0.040401,0.20296,0.32734,-0.074106,0.099875,-0.12874,-0.12796,-0.076661,0.076165,0.021034,1,-0.070813,-0.11579,0.06666,0.040771,0.25306,-0.14552,0.70699,0.42734,0.75323,-0.30242,-0.078467,0.16778,0.044692,0.66177,-0.34565,-0.078508,-0.082753,0.03501,-0.010456,0.068689,-0.069379,0.044802,0.069235,0.17277,-0.69913,-0.044494,-0.17045,0.067421,0.016876,0.3965,-0.29273,0.40623,-0.096511,0.84172,-0.19361,0.055762,0.018244,0.19989,0.60041,-0.24842,0.056103,0.75391,-0.17487
0.075884,0.1,0.095619,-0.46595,0.3286,0.023763,-0.083678,0.08524,-0.1357,-0.19908,-0.30952,0.055911,-0.097807,0.20365,-0.077073,-0.085598,-0.12117,-0.33391,-0.040896,-0.11163,-0.053336,-0.25496,0.11054,-0.47612,0.23485,-0.34302,-0.40494,0.3927,0.078762,0.99844,0.1113,0.33033,0.09091,0.05979,-0.11685,0.10431,-0.083679,0.08524,-0.1357,-0.19908,1,-0.077075,-0.11163,-0.34301,0.090909,0.27649,-0.059784,0.11961,-0.34046,0.074121,-0.96195,0.097755,0.40141,-0.064871,0.074122,0.06911,-0.07515,0.30659,-0.024881,0.091741,0.040161,-0.98024,-0.41144,-0.080894,0.09174,-0.083165,-0.15615,0.0050381,-0.59735,-0.010864,-0.029291,0.032789,0.1035,0.46045,0.0088366,-0.02929,0.033011,-0.10606,-0.078762,-0.99844,-0.1113,-0.33033,-0.09091,-0.05979,0.11685,-0.10431,-1,-0.090909,0.064871,0.080894,-0.008837,-0.083679,0.08524,-0.1357,-0.19908,1,-0.077075,-0.11163,-0.34301,0.090909,1,0.074122,0.09174,-0.02929,-0.090909
0.98166,-0.39727,-0.34344,0.98167,1,-0.34345,0.11317,0.10002,-0.34434,0.099999,0.11111,0.09832,-0.34425,0.098297,0.99988,0.18911,0.21592,-0.22543,0.21594,0.12954,0.12733,0.11835,0.084087,0.048343,0.084056,-0.081135,-0.079758,-0.94089,0.96751,0.98882,-0.29957,0.98883,0.11772,0.11572,0.217,0.075903,-0.096215,-0.087919,0.34476,-0.087902,-0.99134,-0.99105,-0.25124,0.21132,-0.10616,0.10403,0.092453,-0.34334,0.092423,0.99778,0.99869,0.11972,-0.074997,0.1088,-0.98841,0.87594,0.88102,-0.2293,0.88101,0.035798,0.035188,-0.27169,0.53874,0.86949,0.035092,0.033086,0.44636,0.38518,-0.076129,0.38521,0.33553,0.33222,0.66638,-0.5477,0.40054,-0.40143,0.32056,0.056802,0.12292,0.1054,-0.31422,0.10537,-0.10666,-0.10485,0.071818,-0.015619,-0.043648,0.10119,-0.098584,0.069055,-0.046161,-0.11777,-0.10391,0.34595,-0.10389,-0.99987,-0.99981,-0.1307,0.081591,-0.12154,0.99126,-0.99789,-0.03907,-0.33528,0.10605
0.61964,-0.56623,-0.25065,0.43636,0.15063,-0.094555,0.46731,0.16099,-0.13154,0.99898,-0.28328,-0.00049216,-0.41755,-0.31093,-0.30713,-0.27237,0.1326,0.48509,-0.122,-0.14263,-0.18992,0.4906,0.29629,-0.95356,0.004345,0.038627,0.51583,-0.23291,-0.46634,-0.15993,0.13197,-0.99902,-1,0.30644,0.14276,-0.038974,0.1897,0.1763,-0.86634,-0.16996,-0.14375,0.62056,-0.14277,0.93163,0.14285,-0.30569,0.041339,0.19523,-0.073645,-0.091094,0.64213,-0.17683,-0.15603,0.091097,-0.15781,0.2726,-0.13274,-0.48528,0.12209,0.14274,0.1895,-1,0.23304,-0.14287,0.14288,0.17618,0.37339,0.02915,0.41435,0.19199,0.18922,-0.61892,-0.06381,-0.49292,-0.18805,-0.75242,0.03688,0.063845,0.46626,0.1599,-0.13195,0.99903,1,-0.3064,-0.14273,0.038962,-1,-0.14282,-0.091072,0.14284,0.18797,0.1897,0.1763,-0.86634,-0.16996,-0.14375,0.62056,-0.14277,0.93163,0.14285,1,-0.15781,0.14288,-0.75242,-0.14282
-0.15639,0.045552,-0.24741,0.15001,-0.98959,0.32115,0.16458,0.25838,0.5032,-0.14088,-1,0.15639,-0.045553,-0.15001,-0.16458,0.14286,0.14194,-0.11999,-0.14839,-0.16576,-0.14286,0.018863,0.88608,-0.17851,-0.87286,0.23266,-0.018867,0.35236,-0.14286,-0.14194,0.11999,0.14839,0.16576,0.14286,-1,-0.35236,-0.22389,-0.19253,0.83671,0.22112,0.25845,0.22389,-0.50775,-0.23841,0.50775,1,-0.15639,0.04555,0.15001,0.16458,-1,0.14286,0.018863,-0.14286,-0.22389,0.14286,0.14193,-0.11999,-0.14839,-0.16576,-0.14286,1,0.35236,-1,-0.50775,0.14286,0.017232,-0.2488,0.91034,0.28975,0.2703,-0.017232,0.22157,-0.10429,-0.22157,0.70033,0.01723,0.22157,0.14286,0.14193,-0.11999,-0.14839,-0.16576,-0.14286,1,0.35236,-1,-0.50775,0.14286,1,0.22157,0.22539,0.14076,-0.17367,-0.22861,-0.25858,-0.22539,0.55221,0.17564,-0.55219,-0.23714,0.22539,0.55219,0.15249,0.55219
-0.088702,-0.063332,0.03469,0.0887,-1,-0.034692,0.16189,0.1053,0.27134,-0.1053,0.14701,-0.089766,-0.13717,0.089767,-0.035384,0.12107,0.13241,0.38785,-0.13241,-0.15612,0.13047,-0.12279,0.24115,0.16881,-0.24115,-0.10357,-0.1384,-0.052069,-0.088702,1,0.034691,-1,0.1053,-0.089767,0.13241,0.24115,0.73963,-0.090922,0.39031,0.090919,0.28228,-0.089779,0.13214,0.19332,-0.090921,-0.35511,0.15094,0.22803,-0.15094,-0.1316,-0.36353,-0.21937,0.15015,0.15094,0.15096,0.10704,0.090045,0.35692,-0.090046,-0.11365,0.088913,0.80229,-0.17789,0.090045,0.090056,-0.1495,0.023137,-0.020768,0.31709,0.020763,0.14754,-0.017116,0.19969,-0.62475,-0.020768,0.19905,0.20414,0.25795,-0.088702,1,0.034691,-1,0.1053,-0.089767,0.13241,0.24115,1,-0.090921,0.15094,0.090045,-0.020768,0.38565,0.10006,-0.85471,-0.10006,-0.20572,0.098803,-0.14543,-0.27531,0.10006,-0.0053465,-0.16613,-0.099108,0.013523,0.10006
-0.37044,-0.37685,0.010195,-0.33722,0.24948,0.53645,-0.021901,-0.74123,0.16822,-0.52727,0.99998,-0.36964,-0.37565,-0.3405,-0.01936,-0.14267,-0.17253,0.57796,0.30403,0.18539,-0.14223,0.35973,-0.26477,0.070159,0.28816,0.015568,0.35886,0.27365,-0.14265,-0.037876,0.55406,0.26496,0.2347,-0.14066,-0.14286,0.31452,-0.14265,-0.037876,0.55406,0.26496,0.2347,-0.14066,-0.14286,0.31452,1,-0.99994,0.37309,0.37677,0.33066,0.025123,-0.99987,0.14506,-0.36013,0.14244,0.14244,-0.14267,-0.17253,0.57796,0.30403,0.18539,-0.14223,1,0.27365,-0.14286,-0.14286,0.14506,0.24508,-0.34132,-0.4927,-0.84531,0.51629,0.24637,-0.35763,-0.2388,-0.31553,-0.31553,-0.24167,-0.35763,-0.14265,-0.037876,0.55406,0.26496,0.2347,-0.14066,-0.14286,0.31452,1,1,0.14244,-0.14286,-0.31553,-0.14265,-0.037876,0.55406,0.26496,0.2347,-0.14066,-0.14286,0.31452,1,1,0.14244,-0.14286,-0.31553,1
-0.11222,-0.19555,0.10638,-0.092997,-0.13033,0.25374,0.090859,0.11602,0.047819,0.090908,-0.97629,0.043216,0.30729,0.0015511,-0.090516,-0.42687,-0.068931,-0.33819,-0.052086,0.05205,0.37016,-0.415,-0.34205,0.21618,-0.46358,-0.1274,0.57379,0.26803,0.092999,0.13034,-0.25375,-1,-0.090912,-0.0015543,0.052087,0.46358,0.091491,0.13336,-0.41815,0.090923,-0.090912,-0.15128,0.052087,-0.16583,-0.090902,-0.61764,-0.042118,-0.32713,-0.044763,0.18565,0.56086,0.91998,0.36465,0.044763,-0.0061459,0.10483,0.11656,0.44127,0.090181,-0.090181,-0.051308,-0.94407,-0.14333,-0.090183,-0.09018,-0.78588,-0.1681,-0.00046659,0.46106,-0.16907,-0.10283,0.27664,-0.24357,0.45324,0.16907,0.20135,-0.24225,0.3285,-0.092997,-0.13033,0.25374,1,0.09091,0.0015522,-0.052087,-0.46358,-1,0.090916,-0.044763,0.090181,-0.16907,-0.091494,-0.13337,0.41815,-0.090909,0.090909,0.15129,-0.052086,0.16582,0.090888,-1,0.0061459,0.090181,-0.20135,-0.090902
0.089584,-0.067734,-0.19468,0.16327,-0.11656,0.7083,0.30992,-0.10328,0.013258,-0.099119,0.79142,0.09935,0.27054,0.11228,0.21551,-0.26154,0.56374,0.20455,0.04152,0.060126,0.010009,0.25787,-0.08642,0.35729,-0.14053,0.331,0.41412,0.030672,0.17539,-0.11166,0.68897,0.99923,-0.094275,0.10782,0.039806,-0.15587,0.34803,0.11231,0.22537,0.11505,0.13397,0.19135,-0.040157,0.80069,0.1103,-0.19321,-0.05815,0.29645,-0.0011039,-0.50851,0.13236,-0.024133,0.30313,-0.034823,0.19996,0.36887,-0.11351,-0.35473,-0.11497,-0.12992,0.049099,-0.88459,-0.084997,-0.11018,0.11096,-0.0029807,0.31091,-0.29916,0.050929,0.03993,0.17916,0.040689,-0.20506,0.67646,0.044591,0.84175,0.0081977,0.076592,0.17106,-0.11329,0.69635,0.9997,-0.095982,0.10971,0.040515,-0.15011,0.99989,0.11212,-0.022324,-0.11194,0.042752,-0.34803,-0.11231,-0.22537,-0.11505,-0.13397,-0.19135,0.040157,-0.80069,-0.1103,-1,-0.19995,-0.11096,-0.84175,-0.11212
